FROMNODE;TONODE;Dimanche_Scolaire;Dimanche_Vacances;Ferie;Jeudi_Scolaire;Lundi_Scolaire;Mardi_Scolaire;Mercredi_Scolaire;Samedi_Scolaire;Samedi_Vacances;Semaine_Vacances;Vendredi_Scolaire;NAME_x;LON_x;LAT_x;NAME_y;LON_y;LAT_y;ID
10231;10044.0;0;0;2;4;4;4;2;0;0;2;4;RD33/D1;5.461248;46.82761;ECOLE;5.4783463;46.846664;176
10043;10160.0;0;0;2;3;3;3;2;0;0;2;3;CHASSAGNE (LA) RD468;5.450189;46.86356;PLACE DE LA MAIRIE;5.4299192;46.87122;177
10072;10160.0;0;0;2;2;2;2;2;0;0;2;2;ESSARDS TAIGNEVAUX (LES) MAIRIE;5.418761;46.911053;PLACE DE LA MAIRIE;5.4299192;46.87122;178
10044;10043.0;0;0;2;3;3;3;2;0;0;2;3;ECOLE;5.4783463;46.846664;CHASSAGNE (LA) RD468;5.450189;46.86356;179
10160;10043.0;0;0;2;2;2;2;2;0;0;2;2;PLACE DE LA MAIRIE;5.4299192;46.87122;CHASSAGNE (LA) RD468;5.450189;46.86356;180
10045;10046.0;0;0;4;5;5;5;4;0;0;6;5;PLACE GARE;5.4150367;46.966805;GENDARMERIE;5.4078403;46.968456;181
10048;10046.0;0;0;0;3;3;3;2;0;0;2;3;LA VILLENEUVE;5.400219;46.970413;GENDARMERIE;5.4078403;46.968456;182
10046;10045.0;0;0;2;5;5;5;4;0;0;4;5;GENDARMERIE;5.4078403;46.968456;PLACE GARE;5.4150367;46.966805;183
10047;10045.0;0;0;4;5;5;5;4;0;0;6;5;FRAMBOISY;5.406316;46.958874;PLACE GARE;5.4150367;46.966805;184
10046;10048.0;0;0;2;2;2;2;2;0;0;4;2;GENDARMERIE;5.4078403;46.968456;LA VILLENEUVE;5.400219;46.970413;185
10067;10048.0;0;0;0;1;1;1;0;0;0;0;1;GARE ROUTIERE;5.4903283;47.096474;LA VILLENEUVE;5.400219;46.970413;186
10069;10048.0;0;0;0;2;2;2;2;0;0;2;2;DUHAMEL;5.4731145;47.08182;LA VILLENEUVE;5.400219;46.970413;187
10047;10082.0;0;0;0;3;3;3;2;0;0;2;3;FRAMBOISY;5.406316;46.958874;LONGWY EGLISE;5.372115;46.95822;188
10083;10082.0;0;0;2;1;1;1;1;0;0;4;1;LONGWY HOTELANS RD13;5.360749;46.94889;LONGWY EGLISE;5.372115;46.95822;189
10140;10082.0;0;0;0;1;1;1;1;0;0;0;1;LAVIGNE;5.3288646;46.939747;LONGWY EGLISE;5.372115;46.95822;190
10048;10067.0;0;0;0;1;1;1;1;0;0;0;1;LA VILLENEUVE;5.400219;46.970413;GARE ROUTIERE;5.4903283;47.096474;191
10065;10067.0;0;0;0;1;1;1;1;0;0;1;1;AVENUE DE LAHR;5.4956546;47.08937;GARE ROUTIERE;5.4903283;47.096474;192
10068;10067.0;0;0;0;1;1;1;1;0;0;1;1;LE PORT-STADE;5.496833;47.09015;GARE ROUTIERE;5.4903283;47.096474;193
10069;10067.0;0;0;2;2;2;2;2;0;0;4;2;DUHAMEL;5.4731145;47.08182;GARE ROUTIERE;5.4903283;47.096474;194
10070;10067.0;0;0;0;1;1;1;1;0;0;0;1;THEATRE;5.4881864;47.091335;GARE ROUTIERE;5.4903283;47.096474;195
10223;10067.0;2;2;4;7;7;7;7;3;3;7;7;RD 905 / PHARMACIE;5.494643;47.023457;GARE ROUTIERE;5.4903283;47.096474;196
10048;10069.0;0;0;2;1;1;1;1;0;0;4;1;LA VILLENEUVE;5.400219;46.970413;DUHAMEL;5.4731145;47.08182;197
10066;10069.0;0;0;0;2;2;2;2;0;0;0;2;CES BASTIE;5.470769;47.083622;DUHAMEL;5.4731145;47.08182;198
10067;10069.0;0;0;0;2;2;2;2;0;0;2;2;GARE ROUTIERE;5.4903283;47.096474;DUHAMEL;5.4731145;47.08182;199
10049;10032.0;0;0;0;1;2;1;1;1;1;1;2;CHAUX DU DOMBIEF (LA) RD678;5.9033675;46.604916;VILLAGE;5.8540807;46.600483;200
10053;10032.0;0;0;0;0;0;0;1;0;0;0;0;CLAIRVAUX MAIRIE;5.750546;46.576077;VILLAGE;5.8540807;46.600483;201
10054;10032.0;0;0;0;1;2;1;1;1;1;1;2;PLACE;5.7583323;46.581104;VILLAGE;5.8540807;46.600483;202
10049;10178.0;0;0;0;1;2;1;1;1;1;1;2;CHAUX DU DOMBIEF (LA) RD678;5.9033675;46.604916;RD678;5.929144;46.58016;203
10174;10178.0;0;0;0;1;2;1;1;1;1;1;2;SAINT LAURENT EN GDX GARE SNCF;5.951636;46.57491;RD678;5.929144;46.58016;204
10050;10033.0;0;0;0;3;3;3;2;0;0;0;3;VAL D'HERY;5.890339;46.901413;COTE BELETTES;5.886891;46.91681;205
10179;10033.0;0;0;0;3;3;3;2;0;0;0;3;LES PRAILLES;5.88629;46.92121;COTE BELETTES;5.886891;46.91681;206
10185;10033.0;0;0;0;0;0;0;1;0;0;2;0;PLACE STE MARIE;5.886987;46.9291;COTE BELETTES;5.886891;46.91681;207
10229;10033.0;0;0;0;0;0;0;1;0;0;2;0;MAIRIE;5.899922;46.87087;COTE BELETTES;5.886891;46.91681;208
10050;10147.0;0;0;0;3;3;3;2;0;0;0;3;VAL D'HERY;5.890339;46.901413;MOUTAINE;5.8926935;46.898342;209
10229;10147.0;0;0;0;3;3;3;2;0;0;0;3;MAIRIE;5.899922;46.87087;MOUTAINE;5.8926935;46.898342;210
10051;10122.0;0;0;1;7;7;7;7;4;4;6;7;CARF RD77/RD1083;5.351449;46.41682;NANC ST AMOUR CARF RD3/RD1083;5.349342;46.423386;211
10224;10122.0;0;0;2;6;6;6;6;4;4;6;6;GENDARMERIE;5.343398;46.437473;NANC ST AMOUR CARF RD3/RD1083;5.349342;46.423386;212
10052;10031.0;0;0;0;2;3;2;2;1;1;2;3;CLAIRVAUX GENDARMERIE;5.747232;46.581055;CARREFOUR RD678;5.7301617;46.589153;213
10134;10031.0;0;0;0;1;2;1;2;1;1;1;2;RD678;5.704442;46.58666;CARREFOUR RD678;5.7301617;46.589153;214
10052;10053.0;0;0;0;1;2;1;2;1;1;1;2;CLAIRVAUX GENDARMERIE;5.747232;46.581055;CLAIRVAUX MAIRIE;5.750546;46.576077;215
10054;10053.0;0;0;0;1;2;1;1;1;1;1;2;PLACE;5.7583323;46.581104;CLAIRVAUX MAIRIE;5.750546;46.576077;216
10088;10053.0;0;0;1;1;1;1;0;0;0;1;1;LONS GARE SNCF;5.5524235;46.66883;CLAIRVAUX MAIRIE;5.750546;46.576077;217
10174;10053.0;0;0;0;1;1;1;1;0;0;1;1;SAINT LAURENT EN GDX GARE SNCF;5.951636;46.57491;CLAIRVAUX MAIRIE;5.750546;46.576077;218
10055;10056.0;0;0;2;3;3;3;3;0;0;2;3;CAR. DE LA POTIERE;5.453578;46.81853;RUE DES COMBES;5.451626;46.80262;219
10150;10056.0;0;0;2;4;4;4;2;0;0;2;4;SALLE DES FETES;5.4478626;46.76204;RUE DES COMBES;5.451626;46.80262;220
10056;10041.0;0;0;0;1;1;1;1;0;0;0;1;RUE DES COMBES;5.451626;46.80262;ECOLE;5.377551;46.802425;221
10056;10057.0;0;0;2;3;3;3;3;0;0;2;3;RUE DES COMBES;5.451626;46.80262;LE VILLARNIER;5.446973;46.78739;222
10058;10135.0;0;0;0;1;1;1;1;0;0;1;2;VILLAGE;5.59837;46.65459;CONDAMINE;5.5743027;46.669216;223
10088;10135.0;0;0;4;4;7;4;3;4;4;4;4;LONS GARE SNCF;5.5524235;46.66883;CONDAMINE;5.5743027;46.669216;224
10137;10135.0;0;0;1;3;4;3;3;3;3;3;4;SCIERIE;5.581287;46.665836;CONDAMINE;5.5743027;46.669216;225
10058;10151.0;0;0;0;1;2;1;2;1;1;1;2;VILLAGE;5.59837;46.65459;VILLAGE;5.605158;46.63521;226
10126;10151.0;0;0;0;2;3;2;2;1;1;2;3;SALLE DES FETES;5.643512;46.598293;VILLAGE;5.605158;46.63521;227
10059;10217.0;0;0;2;5;5;5;5;4;4;5;5;LA GRENETTE;5.391972;46.53293;BRETELLE RD1083;5.388059;46.516624;228
10059;10227.0;0;0;1;5;5;5;5;3;3;5;5;LA GRENETTE;5.391972;46.53293;BRETELLE RD1083;5.398222;46.53967;229
10060;10194.0;0;0;1;3;4;3;3;3;1;1;4;ABRIBUS;5.7045813;46.510284;TOUR DU MEIX (LA) ECOLE-MAIRIE;5.661147;46.526665;230
10235;10194.0;0;0;0;0;0;0;0;0;2;2;0;TOUR-DU-MEIX (LA) - SURCHAUFFANT;5.6712313;46.5197;TOUR DU MEIX (LA) ECOLE-MAIRIE;5.661147;46.526665;231
10060;10235.0;0;0;0;0;0;0;0;0;2;2;0;ABRIBUS;5.7045813;46.510284;TOUR-DU-MEIX (LA) - SURCHAUFFANT;5.6712313;46.5197;232
10195;10235.0;0;0;3;0;0;0;0;0;3;3;0;TOUR DU MEIX (LA) RD470;5.6567745;46.52668;TOUR-DU-MEIX (LA) - SURCHAUFFANT;5.6712313;46.5197;233
10061;10100.0;0;0;0;5;5;5;3;2;2;3;5;CRANCOT VILLAGE;5.660274;46.68777;VILLAGE;5.7266626;46.69638;234
10148;10100.0;0;0;0;5;5;5;4;2;2;3;5;ANC.PONT SNCF;5.7773438;46.72431;VILLAGE;5.7266626;46.69638;235
10061;10131.0;0;0;0;4;4;4;3;2;2;3;4;CRANCOT VILLAGE;5.660274;46.68777;RD471;5.5994487;46.69602;236
10061;10136.0;0;0;0;1;1;1;1;0;0;0;1;CRANCOT VILLAGE;5.660274;46.68777;CENTRE COMMERCIAL;5.575827;46.67016;237
10088;10136.0;0;0;0;5;5;5;3;2;2;3;5;LONS GARE SNCF;5.5524235;46.66883;CENTRE COMMERCIAL;5.575827;46.67016;238
10131;10136.0;0;0;0;4;4;4;3;2;2;3;4;RD471;5.5994487;46.69602;CENTRE COMMERCIAL;5.575827;46.67016;239
10062;10148.0;0;0;0;5;5;5;4;2;2;3;5;MAIRIE;5.8138304;46.751118;ANC.PONT SNCF;5.7773438;46.72431;240
10100;10148.0;0;0;0;5;5;5;3;2;2;3;5;VILLAGE;5.7266626;46.69638;ANC.PONT SNCF;5.7773438;46.72431;241
10063;10059.0;0;0;2;5;5;5;5;4;4;5;5;BIFURCATION DEVIATION;5.3962564;46.53978;LA GRENETTE;5.391972;46.53293;242
10218;10059.0;0;0;1;5;5;5;5;3;3;5;5;GARAGE;5.389505;46.51714;LA GRENETTE;5.391972;46.53293;243
10064;10221.0;2;2;2;5;5;5;5;2;2;5;6;DESCHAUX (LE) SALLE DES FETES;5.502164;46.950115;RD 475;5.515668;46.92238;244
10186;10221.0;2;2;4;7;7;7;7;3;3;7;7;POSTE;5.565303;46.827465;RD 475;5.515668;46.92238;245
10064;10223.0;2;2;4;7;7;7;7;3;3;7;7;DESCHAUX (LE) SALLE DES FETES;5.502164;46.950115;RD 905 / PHARMACIE;5.494643;47.023457;246
10067;10223.0;2;2;2;5;5;5;5;2;2;5;6;GARE ROUTIERE;5.4903283;47.096474;RD 905 / PHARMACIE;5.494643;47.023457;247
10065;10125.0;0;0;0;2;2;2;2;0;0;1;2;AVENUE DE LAHR;5.4956546;47.08937;PLACE BASCULE;5.5202484;47.002037;248
10193;10125.0;0;0;0;1;1;1;1;0;0;1;1;POSTE;5.5507483;46.99435;PLACE BASCULE;5.5202484;47.002037;249
10067;10065.0;0;0;0;5;5;5;4;0;0;2;5;GARE ROUTIERE;5.4903283;47.096474;AVENUE DE LAHR;5.4956546;47.08937;250
10125;10065.0;0;0;0;1;1;1;1;0;0;1;1;PLACE BASCULE;5.5202484;47.002037;AVENUE DE LAHR;5.4956546;47.08937;251
10067;10066.0;0;0;0;2;2;2;2;0;0;0;2;GARE ROUTIERE;5.4903283;47.096474;CES BASTIE;5.470769;47.083622;252
10069;10070.0;0;0;0;1;1;1;1;0;0;0;1;DUHAMEL;5.4731145;47.08182;THEATRE;5.4881864;47.091335;253
10071;10092.0;0;0;1;2;3;2;3;3;3;3;3;DOMPIERRE/MONT PLACE EGLISE;5.610466;46.55976;RD470;5.6287026;46.579826;254
10143;10092.0;0;0;4;4;6;4;2;3;3;3;4;VILLAGE;5.629531;46.595695;RD470;5.6287026;46.579826;255
10071;10093.0;0;0;0;1;1;1;0;0;0;0;1;DOMPIERRE/MONT PLACE EGLISE;5.610466;46.55976;VILLAGE;5.639519;46.574986;256
10071;10128.0;0;0;4;4;6;4;2;3;3;3;4;DOMPIERRE/MONT PLACE EGLISE;5.610466;46.55976;SALLE POLYVALENTE;5.6101093;46.51967;257
10105;10128.0;0;0;0;1;1;1;1;0;0;0;1;RTE CRENANS;5.7214637;46.43892;SALLE POLYVALENTE;5.6101093;46.51967;258
10141;10128.0;0;0;1;3;4;3;3;3;3;3;4;RD470;5.631695;46.52639;SALLE POLYVALENTE;5.6101093;46.51967;259
10073;10094.0;0;0;0;3;3;3;2;0;0;1;3;FERTE (LA) CHALET;5.65733;46.943325;MOLAMBOZ;5.677891;46.931664;260
10197;10094.0;0;0;0;1;1;1;1;0;0;1;1;CARF. RD 469;5.7022843;46.92231;MOLAMBOZ;5.677891;46.931664;261
10073;10199.0;0;0;0;1;1;1;1;0;0;1;1;FERTE (LA) CHALET;5.65733;46.943325;PONT;5.6196113;46.976936;262
10198;10199.0;0;0;0;3;3;3;2;0;0;1;3;EGLISE;5.621882;46.98029;PONT;5.6196113;46.976936;263
10074;10034.0;0;0;2;5;5;5;5;4;4;5;5;CFA;5.5018983;46.642166;RD1083;5.488455;46.625732;264
10161;10034.0;0;0;1;5;5;5;5;3;3;5;5;RD1083;5.4734783;46.609947;RD1083;5.488455;46.625732;265
10074;10098.0;0;0;1;5;5;5;5;3;3;5;5;CFA;5.5018983;46.642166;MESSIA/SORNE Z.I.;5.51754;46.659897;266
10097;10098.0;0;0;2;5;5;5;5;4;4;5;5;MESSIA/SORNE VILLAGE;5.522211;46.663094;MESSIA/SORNE Z.I.;5.51754;46.659897;267
10074;10111.0;0;0;0;1;1;1;1;0;0;0;1;CFA;5.5018983;46.642166;PONT SNCF;5.5292606;46.673035;268
10088;10111.0;0;0;2;5;5;5;5;4;4;5;5;LONS GARE SNCF;5.5524235;46.66883;PONT SNCF;5.5292606;46.673035;269
10097;10111.0;0;0;1;5;5;5;5;3;3;5;5;MESSIA/SORNE VILLAGE;5.522211;46.663094;PONT SNCF;5.5292606;46.673035;270
10075;10003.0;0;0;0;0;0;0;2;2;2;2;0;ECOLE;5.972402;46.374878;VILLAGE;5.994941;46.36723;271
10075;10076.0;0;0;0;0;0;0;1;2;2;1;0;ECOLE;5.972402;46.374878;COMBE DU LAC;5.986255;46.401543;272
10077;10076.0;0;0;0;0;0;0;2;2;2;2;0;VILLAGE;5.9677773;46.394436;COMBE DU LAC;5.986255;46.401543;273
10075;10077.0;0;0;0;1;1;1;2;1;1;1;1;ECOLE;5.972402;46.374878;VILLAGE;5.9677773;46.394436;274
10076;10077.0;0;0;0;0;0;0;1;2;2;1;0;COMBE DU LAC;5.986255;46.401543;VILLAGE;5.9677773;46.394436;275
10188;10077.0;0;0;0;2;2;2;2;2;2;2;2;SEPTMONCEL CLAVIERES;5.9395747;46.386856;VILLAGE;5.9677773;46.394436;276
10077;10188.0;0;0;0;1;1;1;3;3;3;2;1;VILLAGE;5.9677773;46.394436;SEPTMONCEL CLAVIERES;5.9395747;46.386856;277
10187;10188.0;0;0;0;2;2;2;2;2;2;2;2;SEPTMONCEL BELLECOMBE;5.9254217;46.378986;SEPTMONCEL CLAVIERES;5.9395747;46.386856;278
10078;10079.0;0;0;2;3;3;3;3;0;0;2;3;RUE DE LA GARE;5.4734416;46.71697;VILLAGE;5.4676943;46.710083;279
10110;10079.0;0;0;2;4;4;4;2;0;0;2;4;GRAND SUGNY;5.506111;46.686363;VILLAGE;5.4676943;46.710083;280
10079;10078.0;0;0;2;4;4;4;2;0;0;2;4;VILLAGE;5.4676943;46.710083;RUE DE LA GARE;5.4734416;46.71697;281
10208;10078.0;0;0;2;3;3;3;3;0;0;2;3;EGLISE;5.46436;46.736908;RUE DE LA GARE;5.4734416;46.71697;282
10079;10110.0;0;0;2;3;3;3;3;0;0;2;3;VILLAGE;5.4676943;46.710083;GRAND SUGNY;5.506111;46.686363;283
10108;10110.0;0;0;2;4;4;4;2;0;0;2;4;PRE DE LA TOUR;5.522836;46.67667;GRAND SUGNY;5.506111;46.686363;284
10080;10081.0;0;0;4;3;3;3;2;3;3;3;3;LAVANS-ST-CLAUDE BOURG DESSUS;5.779921;46.38545;LAVANS-ST-CLAUDE EGLISE;5.7818594;46.384083;285
10165;10081.0;0;0;1;1;0;1;1;1;0;0;1;AIGLON;5.823611;46.380337;LAVANS-ST-CLAUDE EGLISE;5.7818594;46.384083;286
10176;10081.0;0;0;0;2;4;2;2;2;3;3;2;SAINT LUPICIN GERTEM;5.79459;46.394726;LAVANS-ST-CLAUDE EGLISE;5.7818594;46.384083;287
10080;10149.0;0;0;1;3;4;3;3;3;3;3;3;LAVANS-ST-CLAUDE BOURG DESSUS;5.779921;46.38545;ABRIBUS;5.7609205;46.37639;288
10207;10149.0;0;0;4;3;3;3;2;3;3;3;3;ECOLE;5.734903;46.415253;ABRIBUS;5.7609205;46.37639;289
10080;10165.0;0;0;0;0;1;0;0;0;0;0;0;LAVANS-ST-CLAUDE BOURG DESSUS;5.779921;46.38545;AIGLON;5.823611;46.380337;290
10176;10165.0;0;0;4;3;3;3;2;3;3;3;3;SAINT LUPICIN GERTEM;5.79459;46.394726;AIGLON;5.823611;46.380337;291
10237;10165.0;0;0;1;3;4;3;3;3;3;3;3;ROUTE DE LYON;5.8300257;46.381027;AIGLON;5.823611;46.380337;292
10081;10080.0;0;0;1;3;4;3;3;3;3;3;3;LAVANS-ST-CLAUDE EGLISE;5.7818594;46.384083;LAVANS-ST-CLAUDE BOURG DESSUS;5.779921;46.38545;293
10104;10080.0;0;0;0;0;1;0;0;0;0;0;0;POSTE;5.725943;46.42869;LAVANS-ST-CLAUDE BOURG DESSUS;5.779921;46.38545;294
10149;10080.0;0;0;4;3;3;3;2;3;3;3;3;ABRIBUS;5.7609205;46.37639;LAVANS-ST-CLAUDE BOURG DESSUS;5.779921;46.38545;295
10081;10177.0;0;0;4;3;3;3;2;3;3;3;3;LAVANS-ST-CLAUDE EGLISE;5.7818594;46.384083;SAINT LUPICIN PLACE MAIRIE;5.793338;46.397835;296
10165;10177.0;0;0;0;2;4;2;2;2;3;3;2;AIGLON;5.823611;46.380337;SAINT LUPICIN PLACE MAIRIE;5.793338;46.397835;297
10082;10083.0;0;0;0;4;4;4;3;0;0;2;4;LONGWY EGLISE;5.372115;46.95822;LONGWY HOTELANS RD13;5.360749;46.94889;298
10140;10083.0;0;0;2;1;1;1;1;0;0;4;1;LAVIGNE;5.3288646;46.939747;LONGWY HOTELANS RD13;5.360749;46.94889;299
10083;10140.0;0;0;0;3;3;3;2;0;0;2;3;LONGWY HOTELANS RD13;5.360749;46.94889;LAVIGNE;5.3288646;46.939747;300
10139;10140.0;0;0;2;2;2;2;2;0;0;4;2;EGLISE;5.343148;46.935883;LAVIGNE;5.3288646;46.939747;301
10087;10086.0;0;0;0;1;1;1;1;0;0;0;1;LONS COLLEGE BRIAND;5.551513;46.669926;LONS AVENUE THUREL;5.553163;46.67277;302
10088;10086.0;0;0;1;4;4;4;4;3;3;4;4;LONS GARE SNCF;5.5524235;46.66883;LONS AVENUE THUREL;5.553163;46.67277;303
10088;10018.0;0;0;0;1;1;1;1;0;0;1;1;LONS GARE SNCF;5.5524235;46.66883;PLACE/POSTE;5.4362173;46.57475;304
10095;10018.0;0;0;1;5;5;5;5;3;3;5;5;CARF LE SORBIER;5.4167595;46.566044;PLACE/POSTE;5.4362173;46.57475;305
10127;10018.0;0;0;2;5;5;5;5;4;4;5;5;RD1083;5.442894;46.582058;PLACE/POSTE;5.4362173;46.57475;306
10215;10018.0;0;0;0;1;1;1;1;1;1;1;1;LE BOURG;5.3593626;46.46839;PLACE/POSTE;5.4362173;46.57475;307
10088;10058.0;0;0;0;0;0;0;1;0;0;0;1;LONS GARE SNCF;5.5524235;46.66883;VILLAGE;5.59837;46.65459;308
10135;10058.0;0;0;0;1;2;1;1;1;1;1;1;CONDAMINE;5.5743027;46.669216;VILLAGE;5.59837;46.65459;309
10151;10058.0;0;0;0;2;3;2;2;1;1;2;3;VILLAGE;5.605158;46.63521;VILLAGE;5.59837;46.65459;310
10088;10061.0;0;0;0;0;1;0;0;0;0;0;0;LONS GARE SNCF;5.5524235;46.66883;CRANCOT VILLAGE;5.660274;46.68777;311
10100;10061.0;0;0;0;5;5;5;4;2;2;3;5;VILLAGE;5.7266626;46.69638;CRANCOT VILLAGE;5.660274;46.68777;312
10238;10061.0;0;0;0;5;5;5;3;2;2;3;5;MONTS;5.596601;46.693024;CRANCOT VILLAGE;5.660274;46.68777;313
10088;10084.0;0;0;0;1;1;1;1;1;1;1;1;LONS GARE SNCF;5.5524235;46.66883;LONS AVENUE JEAN MOULIN;5.558232;46.673122;314
10128;10084.0;0;0;0;1;1;1;1;0;0;0;1;SALLE POLYVALENTE;5.6101093;46.51967;LONS AVENUE JEAN MOULIN;5.558232;46.673122;315
10135;10084.0;0;0;1;3;4;3;3;3;3;3;3;CONDAMINE;5.5743027;46.669216;LONS AVENUE JEAN MOULIN;5.558232;46.673122;316
10088;10090.0;0;0;1;0;0;0;0;0;0;1;0;LONS GARE SNCF;5.5524235;46.66883;LONS PISCINE;5.5664787;46.6846;317
10088;10109.0;0;0;2;4;4;4;2;0;0;2;4;LONS GARE SNCF;5.5524235;46.66883;AVENUE MAILLOT;5.529921;46.675602;318
10088;10143.0;0;0;0;1;1;1;0;0;0;0;1;LONS GARE SNCF;5.5524235;46.66883;VILLAGE;5.629531;46.595695;319
10092;10143.0;0;0;1;2;3;2;3;3;3;3;3;RD470;5.6287026;46.579826;VILLAGE;5.629531;46.595695;320
10093;10143.0;0;0;0;1;1;1;0;0;0;0;1;VILLAGE;5.639519;46.574986;VILLAGE;5.629531;46.595695;321
10138;10143.0;0;0;4;3;5;3;2;3;3;3;3;VATAGNA (ORLONG);5.590183;46.659985;VILLAGE;5.629531;46.595695;322
10088;10186.0;2;2;4;7;7;7;7;3;3;7;7;LONS GARE SNCF;5.5524235;46.66883;POSTE;5.565303;46.827465;323
10221;10186.0;2;2;2;5;5;5;5;2;2;5;6;RD 475;5.515668;46.92238;POSTE;5.565303;46.827465;324
10088;10242.0;1;1;1;0;1;1;0;1;1;1;0;LONS GARE SNCF;5.5524235;46.66883;FAC DES SCIENCES;5.0647526;47.315727;325
10089;10087.0;0;0;0;1;1;1;1;0;0;0;1;LONS LYCEE MONTCIEL;5.5416427;46.672802;LONS COLLEGE BRIAND;5.551513;46.669926;326
10090;10085.0;0;0;1;0;0;0;0;0;0;1;0;LONS PISCINE;5.5664787;46.6846;LONS AVENUE DE LA MARSEILLAISE;5.5554934;46.6725;327
10091;10068.0;0;0;0;1;1;1;1;0;0;1;1;LOYE (LA) PLACE;5.5580373;47.02637;LE PORT-STADE;5.496833;47.09015;328
10092;10071.0;0;0;4;4;6;4;2;3;3;3;4;RD470;5.6287026;46.579826;DOMPIERRE/MONT PLACE EGLISE;5.610466;46.55976;329
10128;10071.0;0;0;1;3;4;3;3;3;3;3;4;SALLE POLYVALENTE;5.6101093;46.51967;DOMPIERRE/MONT PLACE EGLISE;5.610466;46.55976;330
10094;10073.0;0;0;0;1;1;1;1;0;0;1;1;MOLAMBOZ;5.677891;46.931664;FERTE (LA) CHALET;5.65733;46.943325;331
10199;10073.0;0;0;0;3;3;3;2;0;0;1;3;PONT;5.6196113;46.976936;FERTE (LA) CHALET;5.65733;46.943325;332
10095;10012.0;0;0;2;5;5;5;5;4;4;5;5;CARF LE SORBIER;5.4167595;46.566044;ROUTE DE BOIS LAURENT;5.4066553;46.555397;333
10215;10012.0;0;0;0;1;1;1;1;0;0;0;1;LE BOURG;5.3593626;46.46839;ROUTE DE BOIS LAURENT;5.4066553;46.555397;334
10227;10012.0;0;0;1;5;5;5;5;3;3;5;5;BRETELLE RD1083;5.398222;46.53967;ROUTE DE BOIS LAURENT;5.4066553;46.555397;335
10095;10200.0;0;0;0;1;1;1;1;0;0;0;1;CARF LE SORBIER;5.4167595;46.566044;PAISIA PASS NIVEAU;5.4594746;46.59858;336
10201;10200.0;0;0;1;5;5;5;5;3;3;5;5;RD1083;5.4543915;46.594078;PAISIA PASS NIVEAU;5.4594746;46.59858;337
10209;10200.0;0;0;2;5;5;5;5;4;4;5;5;VINCELLES ROUTE DE BONNAUD;5.466851;46.60456;PAISIA PASS NIVEAU;5.4594746;46.59858;338
10096;10126.0;0;0;0;2;3;2;2;1;1;2;3;THURON;5.679614;46.591763;SALLE DES FETES;5.643512;46.598293;339
10151;10126.0;0;0;0;1;2;1;2;1;1;1;2;VILLAGE;5.605158;46.63521;SALLE DES FETES;5.643512;46.598293;340
10096;10146.0;0;0;0;1;2;1;2;1;1;1;2;THURON;5.679614;46.591763;PLACE;5.698253;46.58542;341
10134;10146.0;0;0;0;2;3;2;2;1;1;2;3;RD678;5.704442;46.58666;PLACE;5.698253;46.58542;342
10098;10097.0;0;0;1;5;5;5;5;3;3;5;5;MESSIA/SORNE Z.I.;5.51754;46.659897;MESSIA/SORNE VILLAGE;5.522211;46.663094;343
10111;10097.0;0;0;2;5;5;5;5;4;4;5;5;PONT SNCF;5.5292606;46.673035;MESSIA/SORNE VILLAGE;5.522211;46.663094;344
10099;10042.0;0;0;4;4;6;4;2;3;3;3;4;MAIRIE ECOLE;5.7266183;46.498833;MAIRIE;5.7133946;46.465836;345
10105;10042.0;0;0;1;3;4;3;3;3;3;3;4;RTE CRENANS;5.7214637;46.43892;MAIRIE;5.7133946;46.465836;346
10099;10060.0;0;0;1;3;4;3;3;3;3;3;4;MAIRIE ECOLE;5.7266183;46.498833;ABRIBUS;5.7045813;46.510284;347
10195;10060.0;0;0;1;4;6;4;2;3;0;0;4;TOUR DU MEIX (LA) RD470;5.6567745;46.52668;ABRIBUS;5.7045813;46.510284;348
10235;10060.0;0;0;3;0;0;0;0;0;3;3;0;TOUR-DU-MEIX (LA) - SURCHAUFFANT;5.6712313;46.5197;ABRIBUS;5.7045813;46.510284;349
