id_ag;stop_name;stop_lat;stop_lon;id_ag_num
120TOISE;LE PONT-DE-CLAIX, 120 TOISES;45.13624954223633;5.694960117340088;10001
13300;BIVIERS, LES CLAVERINS;45.233341217041016;5.808499813079834;10002
13309;SAINT-NAZAIRE-LES-EYMES, LES EYMES;45.256351470947266;5.847179889678955;10003
13600;BIVIERS, BIVIERS MAIRIE;45.23789978027344;5.803969860076904;10004
13601;BIVIERS, BIVIERS TENNIS;45.234161376953125;5.799670219421387;10005
13602;BIVIERS, CROIX SAINT-PHILIBERT;45.23225021362305;5.798709869384766;10006
13603;BIVIERS, LES ARRIOTS;45.2303581237793;5.794400215148926;10007
13604;BIVIERS, CHEMIN DES TIERES;45.235050201416016;5.805019855499268;10008
16AOUT44;SAINT-MARTIN-LE-VINOUX, RESISTANCE;45.20341110229492;5.714330196380615;10009
ABBEGREG;GRENOBLE, ABBE GREGOIRE;45.18387985229492;5.711740016937256;10010
ADELAUNE;ECHIROLLES, AUGUSTE DELAUNE;45.142921447753906;5.715270042419434;10011
AGD;MONTBONNOT-SAINT-MARTIN, AVENUE DU GENERAL DE GAULLE;45.224849700927734;5.797810077667236;10012
AIGUIHEX;MEYLAN, AIGUINARDS-HEXAGONE;45.20555877685547;5.764490127563477;10013
ALB;GRENOBLE, ALBERT 1ER DE BELGIQUE;45.18191909790039;5.73222017288208;10014
ALBERGES;VAULNAVEYS-LE-HAUT, LES ALBERGES;45.1314811706543;5.819029808044434;10015
ALEGRANG;VIF, ALLEE DES GRANGES;45.05794906616211;5.684720039367676;10016
ALEMBERT;GRENOBLE, D'ALEMBERT;45.18421936035156;5.710639953613281;10017
ALI;VIZILLE, L'ALLIANCE;45.08184051513672;5.769000053405762;10018
ALLIES;GRENOBLE, ALLIES;45.173980712890625;5.714270114898682;10019
ALLOVES;SAINT-MARTIN-D'HERES, LES ALLOVES;45.17203903198242;5.7651801109313965;10020
ALPEXPO;EYBENS, ALPEXPO;45.15449142456055;5.733789920806885;10021
ALSACELO;GRENOBLE, ALSACE-LORRAINE;45.189109802246094;5.719299793243408;10022
ANATFRAN;GRENOBLE, ANATOLE FRANCE;45.17185974121094;5.704949855804443;10023
ANCIEMAI;FONTAINE, ANCIENNE MAIRIE;45.192718505859375;5.678060054779053;10024
ANCIGARE;SEYSSINS, ANCIENNE GARE;45.1597785949707;5.681779861450195;10025
ANCMAIRI;MEYLAN, ANCIENNE MAIRIE;45.21792984008789;5.779329776763916;10026
ANGONNES;BRIE-ET-ANGONNES, LES ANGONNES;45.139930725097656;5.776169776916504;10027
ANGUISSE;SAINT-MARTIN-D'HERES, ANGUISSES;45.177818298339844;5.777860164642334;10028
ANMAL;JARRIE, ANDRE MALRAUX;45.09461975097656;5.744170188903809;10029
ARAGO;GRENOBLE, ARAGO;45.19709014892578;5.711740016937256;10030
ARBERGES;SEYSSINET-PARISET, ARISTIDE BERGES;45.185508728027344;5.694650173187256;10031
ARGOUD;SEYSSINS, L'ARGOUD;45.15433120727539;5.680290222167969;10032
ARGOUGES;GRENOBLE, ANDRE ARGOUGES;45.17536926269531;5.744470119476318;10033
ARLEQUIN;GRENOBLE, ARLEQUIN;45.16358947753906;5.730470180511475;10034
ARN;DOMENE, LES ARNAUDS;45.20671081542969;5.848030090332031;10035
ARO;SAINT-MARTIN-LE-VINOUX, ANCIENNE ROUTE;45.20975875854492;5.717360019683838;10036
ARZELIER;LE GUA, L'ARZELIER;44.99692153930664;5.6025800704956055;10037
AUGUFERR;ECHIROLLES, AUGUSTE FERRIER;45.14482879638672;5.709619998931885;10038
AUGURAVI;GRENOBLE, AUGUSTE RAVIER;45.183990478515625;5.739649772644043;10039
AVREPUB;BRESSON, AVENUE DE LA REPUBLIQUE;45.142791748046875;5.735889911651611;10040
BACHELAR;GRENOBLE, BACHELARD;45.16680908203125;5.705939769744873;10041
BAJATIER;GRENOBLE, BAJATIERE;45.178131103515625;5.73613977432251;10042
BALMETTE;CLAIX, LA BALMETTE;45.12520980834961;5.688109874725342;10043
BALZAZ;VARCES-ALLIERES-ET-RISSET, BALZAC;45.0872802734375;5.694210052490234;10044
BANCHARD;SAINT-MARTIN-LE-VINOUX, LA BANCHARDIERE;45.21725845336914;5.712790012359619;10045
BAR;SAINT-EGREVE, COLLEGE BARNAVE;45.23125076293945;5.688220024108887;10046
BARBET;QUAIX-EN-CHARTREUSE, LE BARBET;45.25801086425781;5.7081499099731445;10047
BARNA;SAINT-EGREVE, COLLEGE BARNAVE;45.2309684753418;5.6917500495910645;10048
BASCULE;SAINT-PAUL-DE-VARCES, LA BASCULE;45.07181167602539;5.6549601554870605;10049
BASMONT;QUAIX-EN-CHARTREUSE, BAS DE MONT-QUAIX;45.25288009643555;5.7417402267456055;10050
BASPET;QUAIX-EN-CHARTREUSE, BAS DE PETESSET;45.256351470947266;5.71058988571167;10051
BASQUAIX;QUAIX-EN-CHARTREUSE, LE BAS DE QUAIX;45.253990173339844;5.701419830322266;10052
BASTILLE;LA TRONCHE, BASTILLE;45.20444107055664;5.737599849700928;10053
BAUCHES;CLAIX, LES BAUCHES;45.1108283996582;5.67864990234375;10054
BAYANNE;MIRIBEL-LANCHATRE, BAYANNE;44.97996139526367;5.622350215911865;10055
BAYARD;ECHIROLLES, BAYARD;45.14590835571289;5.704780101776123;10056
BAZ;PROVEYSIEUX, LE BAZEAU;45.265899658203125;5.699850082397461;10057
BEALIERE;MEYLAN, LES BEALIERES;45.21152877807617;5.7906999588012695;10058
BEAU;CLAIX, BEAU DUNOIS;45.12535095214844;5.672339916229248;10059
BEAULIEU;BRIE-ET-ANGONNES, BEAULIEU;45.1385498046875;5.773550033569336;10060
BEAUREVO;SASSENAGE, BEAUREVOIR;45.21009063720703;5.6486101150512695;10061
BEAUSITE;SEYSSINET-PARISET, BEAU SITE;45.17591094970703;5.696959972381592;10062
BEAUVERT;GRENOBLE, BEAUVERT;45.16416931152344;5.717919826507568;10063
BEAUVOIR;SEYSSINS, BEAUVOIR;45.15898895263672;5.6832499504089355;10064
BELAIR;EYBENS, BEL AIR;45.16106033325195;5.755249977111816;10065
BELGRADE;GRENOBLE, VICTOR HUGO - BELGRADE;45.19123077392578;5.725200176239014;10066
BELLEDON;SAINT-EGREVE, BELLEDONNE;45.222679138183594;5.684000015258789;10067
BELLEVU;SAINT-EGREVE, BELLEVUE;45.24406051635742;5.692440032958984;10068
BELLEVUE;CLAIX, BELLEVUE;45.111961364746094;5.665480136871338;10069
BELVEDER;SEYSSINET-PARISET, BELVEDERE;45.17649841308594;5.6882100105285645;10070
BER;GRENOBLE, BERRIAT - LE MAGASIN;45.18849182128906;5.7058000564575195;10071
BERGVERC;SEYSSINET-PARISET, BERGES - VERCORS;45.18416976928711;5.690710067749023;10072
BERIVIER;MEYLAN, BERIVIERE;45.21881866455078;5.783120155334473;10073
BERLIOGN;VARCES-ALLIERES-ET-RISSET, BERLIOGNIERE;45.08998107910156;5.692490100860596;10074
BERV;BERNIN, BERNIN VILLAGE;45.270511627197266;5.8674798011779785;10075
BERYL;VEUREY-VOROIZE, LE BERYL;45.27479934692383;5.61283016204834;10076
BIBLIUNI;GIERES, UNIVERSITE - BIBLIOTHEQUES;45.19245910644531;5.770899772644043;10077
BIOLLE;SAINT-EGREVE, LA BIOLLE - GARE;45.23522186279297;5.669529914855957;10078
BIOLOGIE;GIERES, UNIVERSITE - BIOLOGIE;45.191951751708984;5.774740219116211;10079
BIRHAKEI;GRENOBLE, BIR HAKEIM;45.18886184692383;5.736390113830566;10080
BLANCFON;SASSENAGE, BLANC FONTAINE;45.21063995361328;5.65625;10081
BLANCHON;SAINT-MARTIN-D'HERES, PARC JO BLANCHON;45.17584991455078;5.756840229034424;10082
BLE;SAINT-MARTIN-LE-VINOUX, BAS LEVETIERE;45.2247200012207;5.724909782409668;10083
BOD;MONTBONNOT-SAINT-MARTIN, BAUDONNIERE;45.21446990966797;5.807769775390625;10084
BOISFRAN;SAINT-ISMIER, BOIS FRANCAIS;45.22481918334961;5.837679862976074;10085
BONNAIS;SAINT-EGREVE, LES BONNAIS;45.24058151245117;5.67257022857666;10086
BONPASTE;GRENOBLE, BON PASTEUR;45.178749084472656;5.750899791717529;10087
BOUCHDV;SEYSSINET-PARISET, BOUCHAYER - HOTEL DE VILLE;45.18077087402344;5.694369792938232;10088
BOULODRO;CLAIX, BOULODROME-ECOLE;45.11962127685547;5.668990135192871;10089
BOURG;MURIANETTE, LE BOURG;45.191871643066406;5.816470146179199;10090
BOURNET;SEYSSINS, LE BOURNET;45.157649993896484;5.6897501945495605;10091
BRESSON;BRESSON, BRESSON MAIRIE;45.137699127197266;5.747710227966309;10092
BRIE;BRIE-ET-ANGONNES, MONT ROLLAND;45.11528015136719;5.784049987792969;10093
BRIECOLE;BRIE-ET-ANGONNES, L'OLYMPE;45.11783981323242;5.7828497886657715;10094
BRIEGLIS;BRIE-ET-ANGONNES, BRIE-ET-ANGONNES EGLISE;45.11119079589844;5.786530017852783;10095
BRIOT;MURIANETTE, LA BRIOT;45.192989349365234;5.819479942321777;10096
BRSOU;BRIE-ET-ANGONNES, SOUVEYRON;45.13005828857422;5.777820110321045;10097
BRUYERE;GRENOBLE, LA BRUYERE-PARC JEAN VERLHAC;45.166351318359375;5.731180191040039;10098
BUC1;MEYLAN, BUCLOS;45.206180572509766;5.771880149841309;10099
BUCLOS;CORENC, CHEMIN DES BUCLOS;45.2158088684082;5.7722601890563965;10100
BUIS;SAINT-MARTIN-LE-VINOUX, LA BUISSERATIERE;45.223079681396484;5.717780113220215;10101
BUS;MEYLAN, BUSSEROLLES;45.20899963378906;5.798349857330322;10102
CAB;GRENOBLE, COLONEL DUMONT;45.18149948120117;5.721950054168701;10103
CAMPVIZ;VIZILLE, CAMPING;45.08592987060547;5.771269798278809;10104
CANAL;SAINT-GEORGES-DE-COMMIERS, LE CANAL;45.052120208740234;5.710400104522705;10105
CAP38;SAINT-EGREVE, CAP 38;45.24018096923828;5.666190147399902;10106
CAPDESH;SAINT-EGREVE, CAP DES H';45.21731948852539;5.681270122528076;10107
CAPUCHE;GRENOBLE, CAPUCHE;45.17613983154297;5.7253899574279785;10108
CARINA;SAINT-MARTIN-D'HERES, LE CARINA;45.16238021850586;5.763050079345703;10109
CARONBAS;LA TRONCHE, LA CARRONNERIE BASSE;45.201141357421875;5.75855016708374;10110
CARONRIE;LA TRONCHE, CARRONNERIE - ILE D'AMOUR;45.2011604309082;5.758800029754639;10111
CARRIERE;CLAIX, CARRIERE;45.11471939086914;5.690179824829102;10112
CASANOVA;ECHIROLLES, DANIELLE CASANOVA;45.14448165893555;5.700709819793701;10113
CASAVILL;GRENOBLE, CASAMAURES - VILLAGE;45.19902038574219;5.717470169067383;10114
CASBONNE;GRENOBLE, CASERNE DE BONNE;45.18505859375;5.725329875946045;10115
CASSOULE;MIRIBEL-LANCHATRE, CASSOULET;44.9822883605957;5.623089790344238;10116
CCL;SAINT-MARTIN-LE-VINOUX, COL DE CLEMENCIERES;45.23418045043945;5.725870132446289;10117
CEACAMB;GRENOBLE, MARIE-LOUISE PARIS - CEA;45.2021598815918;5.704309940338135;10118
CEDRE;CORENC, LE CEDRE;45.207828521728516;5.755519866943359;10119
CEMOI;GRENOBLE, CEMOI;45.18495178222656;5.705729961395264;10120
CENSOCIO;POISAT, CENTRE SOCIO-CULTUREL;45.15885925292969;5.759479999542236;10121
CENTHEOL;LA TRONCHE, CENTRE THEOLOGIQUE;45.20616912841797;5.752150058746338;10122
CENTRESU;SEYSSINS, GRAND PRE - CENTRE SUD;45.170841217041016;5.694570064544678;10123
CENTRSOC;SEYSSINET-PARISET, L'ARCHE;45.17816925048828;5.697020053863525;10124
CHABER;JARRIE, LES CHABERTS;45.10734176635742;5.749360084533691;10125
CHALET;VIF, LE CHALET;45.043331146240234;5.664400100708008;10126
CHAMBORD;VARCES-ALLIERES-ET-RISSET, CHAMBORD;45.08518981933594;5.667140007019043;10127
CHAMECHA;SASSENAGE, CHAMECHAUDE;45.205101013183594;5.6834797859191895;10128
CHAMP;MONTCHABOUD, CHAMP CLOCHER;45.092220306396484;5.770199775695801;10129
CHAMPFIL;EYBENS, CHAMP FILA;45.15626907348633;5.755050182342529;10130
CHAMPION;GRENOBLE, CHAMPIONNET;45.18553924560547;5.723179817199707;10131
CHAMPLAR;MEYLAN, CHAMPLARS;45.22023010253906;5.779819965362549;10132
CHAMPROM;SAINT-MARTIN-D'HERES, CHAMP ROMAN;45.18437957763672;5.768239974975586;10133
CHAMPRON;GIERES, CHAMPRONDET;45.1857795715332;5.802849769592285;10134
CHAMPSD;CHAMP-SUR-DRAC, ZA LA PLAINE;45.06840896606445;5.723080158233643;10135
CHAMPSEL;GRENOBLE, CHAMPS-ELYSEES;45.177940368652344;5.710249900817871;10136
CHANDON;LE PONT-DE-CLAIX, EDMEE CHANDON;45.13671112060547;5.7083001136779785;10137
CHANT;VIZILLE, CHANTEFEUILLE;45.08039855957031;5.775030136108398;10138
CHANTERA;CLAIX, LA CHANTERAIE;45.1101188659668;5.665480136871338;10139
CHARBON;JARRIE, LES CHARBONNAUX;45.10097122192383;5.742149829864502;10140
CHARLMIC;FONTAINE, CHARLES MICHELS;45.193851470947266;5.680089950561523;10141
CHARMETT;FONTAINE, CHARMETTES;45.1973991394043;5.693550109863281;10142
CHARRIER;CLAIX, CHARRIERES;45.115989685058594;5.68887996673584;10143
CHAT;VIZILLE, PLACE DU CHATEAU;45.075721740722656;5.772210121154785;10144
CHATBEAU;SASSENAGE, CHATEAU DE BEAUREVOIR;45.21234130859375;5.65201997756958;10145
CHATEAU;ECHIROLLES, LE CHATEAU;45.14731979370117;5.726709842681885;10146
CHATEAUX;VEUREY-VOROIZE, CHEMIN DU PARC;45.27449035644531;5.606130123138428;10147
CHATELAR;VEUREY-VOROIZE, CHATELARD;45.273529052734375;5.6048102378845215;10148
CHATELIE;EYBENS, LA CHATELIERE;45.16217041015625;5.749030113220215;10149
CHATSASS;SASSENAGE, CHATEAU DE SASSENAGE;45.21223831176758;5.661670207977295;10150
CHAULNES;NOYAREY, CHAULNES;45.236549377441406;5.638110160827637;10151
CHAUMES;CLAIX, LES CHAUMES;45.1265983581543;5.674109935760498;10152
CHAUMETI;MEYLAN, CHAUMETIERE;45.212440490722656;5.7706098556518555;10153
CHAUMIER;SEYSSINS, HAMEAU DES CHAUMIERES;45.154701232910156;5.689380168914795;10154
CHAVANT;GRENOBLE, CHAVANT;45.184661865234375;5.731770038604736;10155
CHEABBE;CLAIX, CHEMIN DE L'ABBE;45.13520812988281;5.66841983795166;10156
CHEMBATO;CORENC, BATONNIERE;45.22732925415039;5.75875997543335;10157
CHEMI;SAINT-MARTIN-LE-VINOUX, CANET;45.210548400878906;5.706120014190674;10158
CHENE;SAINT-MARTIN-D'URIAGE, LA CHENEVARIE;45.17333984375;5.857639789581299;10159
CHENES;SASSENAGE, LES CHENES;45.21809005737305;5.653429985046387;10160
CHENEVIE;DOMENE, CHENEVIERES;45.206729888916016;5.827340126037598;10161
CHIAISE;PROVEYSIEUX, LA CHIAISE;45.26116943359375;5.698309898376465;10162
CHIEZE;CLAIX, LA CHIEZE;45.12118148803711;5.682509899139404;10163
CHOLLET;BRIE-ET-ANGONNES, LE CHOLLET;45.14025115966797;5.783639907836914;10164
CHOPIN;SAINT-MARTIN-D'HERES, CHOPIN;45.16604995727539;5.751420021057129;10165
CHORCOND;GRENOBLE, ESTACADE;45.18592834472656;5.717440128326416;10166
CHRA;SAINT-ISMIER, CHATEAU RANDON;45.24222183227539;5.824510097503662;10167
CHRISTUR;GRENOBLE, CHRISTOPHE TURC;45.16136932373047;5.724140167236328;10168
CHS;SASSENAGE, CHATEAU DE SASSENAGE;45.212791442871094;5.659249782562256;10169
CHTE;VIZILLE, PLACE DU CHATEAU;45.07514190673828;5.769619941711426;10170
CHURU;LE SAPPEY-EN-CHARTREUSE, CHURUT;45.264739990234375;5.777430057525635;10171
CIG;SEYSSINS, GARLETTES;45.145240783691406;5.6767802238464355;10172
CIMEBOUR;VIF, LA CIME DU BOURG;45.048118591308594;5.667389869689941;10173
CIMEMONT;QUAIX-EN-CHARTREUSE, LA CIME DE MONT-QUAIX;45.25733184814453;5.746089935302734;10174
CIMENTIE;CLAIX, LES CIMENTIERS;45.130470275878906;5.68356990814209;10175
CIMESEYP;SEYSSINET-PARISET, CIMETIERE;45.16967010498047;5.683460235595703;10176
CIMETIGS;LA TRONCHE, CIMETIERE DU GRAND SABLON;45.19247055053711;5.745339870452881;10177
CITEINTE;GRENOBLE, CITE INTERNATIONALE;45.1950798034668;5.71120023727417;10178
CITELABE;SAINT-MARTIN-D'HERES, CITE LABEYE;45.18233871459961;5.759799957275391;10179
CITEMACE;GRENOBLE, CITE JEAN MACE;45.19995880126953;5.7104997634887695;10180
CITEPMIS;GRENOBLE, CITE PAUL MISTRAL;45.168548583984375;5.704790115356445;10181
CITESCOL;VARCES-ALLIERES-ET-RISSET, COLLEGE JULES VERNE;45.095458984375;5.672140121459961;10182
CLAIXMAI;CLAIX, CLAIX MAIRIE;45.1202507019043;5.6724700927734375;10183
CLEMENCE;GRENOBLE, CLEMENCEAU;45.18387985229492;5.741069793701172;10184
CLINBELD;SAINT-MARTIN-D'HERES, CLINIQUE BELLEDONNE;45.18598175048828;5.760950088500977;10185
CLINDAU;SEYSSINS, CLINIQUE - PORTAIL;45.162010192871094;5.674059867858887;10186
CLINMUT;GRENOBLE, GROUPE HOSPITALIER MUTUALISTE;45.18125915527344;5.710279941558838;10187
CLOSDOMI;LE PONT-DE-CLAIX, CLOS DOMINIQUE;45.135459899902344;5.70127010345459;10188
CLOSDOR;GRENOBLE, CLOS D'OR;45.169551849365234;5.723209857940674;10189
CLOSGRUE;SAINT-MARTIN-LE-VINOUX, CLOS GERARD GRUEL;45.209678649902344;5.710519790649414;10190
CLOSJUV;JARRIE, CLOS JOUVIN;45.09693145751953;5.745850086212158;10191
CLOSSTMA;SAINT-MARTIN-LE-VINOUX, CLOS SAINT-MARTIN;45.20502853393555;5.714019775390625;10192
CLV;BIVIERS, LES CLAVERINS;45.23305130004883;5.807079792022705;10193
CLY;BERNIN, CLOYERES;45.26449966430664;5.879280090332031;10194
COG;SAINT-ISMIER, COLLEGE GRESIVAUDAN;45.24028015136719;5.820779800415039;10195
COLARZEL;LE GUA, COL DE L'ARZELIER;44.99089050292969;5.595409870147705;10196
COLAVIER;MONT-SAINT-MARTIN, COLAVIERE;45.272369384765625;5.676060199737549;10197
COLCHART;SAINT-MARTIN-LE-VINOUX, COLLEGE CHARTREUSE;45.217838287353516;5.690959930419922;10198
COLCOMBO;CLAIX, COL DE COMBOIRE;45.14004135131836;5.6732001304626465;10199
COLFLE;SASSENAGE, COLLEGE FLEMING;45.20301818847656;5.669529914855957;10200
COLI;SAINT-MARTIN-D'HERES, COLI;45.180728912353516;5.765960216522217;10201
COLLSAUL;EYBENS, COLLEGE DES SAULES;45.16143035888672;5.743060111999512;10202
COLMANHE;ECHIROLLES, COLONEL MANHES;45.14646911621094;5.701769828796387;10203
COLMATTO;VIZILLE, COLLEGE LES MATTONS;45.08654022216797;5.774670124053955;10204
COLPORTE;SARCENAS, COL DE PORTE;45.28982162475586;5.767039775848389;10205
COLVENCE;CORENC, COL DE VENCE;45.23400115966797;5.751070022583008;10206
COM;SEYSSINS, COMBOIRE;45.14596939086914;5.690730094909668;10207
COMB;SAINT-MARTIN-D'URIAGE, COMBELOUP;45.169700622558594;5.84306001663208;10208
COMBALEY;PROVEYSIEUX, PLANFAY COMBALEYRE;45.27742004394531;5.715849876403809;10209
COMBE;ECHIROLLES, PIED DE LA COMBE;45.13446044921875;5.714710235595703;10210
COMMANAL;LA TRONCHE, COMMANDANT NAL;45.20323944091797;5.745349884033203;10211
COMMANDE;ECHIROLLES, COMMANDERIE;45.14363098144531;5.7333598136901855;10212
COMPLEXE;SASSENAGE, COMPLEXE SPORTIF;45.21141815185547;5.672719955444336;10213
CONDAM;SAINT-GEORGES-DE-COMMIERS, LES CONDAMINES;45.04471969604492;5.707320213317871;10214
CONDIUNI;SAINT-MARTIN-D'HERES, UNIVERSITE - CONDILLAC;45.189151763916016;5.774449825286865;10215
CONDORCE;GRENOBLE, CONDORCET;45.18553161621094;5.7182297706604;10216
CONRADKI;SAINT-MARTIN-LE-VINOUX, CONRAD KILIAN;45.2059211730957;5.709440231323242;10217
CORENCMA;CORENC, CORENC MAIRIE;45.209739685058594;5.752719879150391;10218
CORENCVI;CORENC, CORENC VILLAGE;45.21982955932617;5.762290000915527;10219
CORNEDOR;CORENC, LA CORNE D'OR;45.21809005737305;5.760459899902344;10220
CORNIERS;VIZILLE, LES CORNIERS;45.08176040649414;5.7875800132751465;10221
CORP;SAINT-MARTIN-D'URIAGE, CORPS D'URIAGE;45.17815017700195;5.864840030670166;10222
COSSEY;CLAIX, COSSEY;45.13895034790039;5.670060157775879;10223
COTE;SASSENAGE, LES COTES;45.210060119628906;5.647439956665039;10224
COTEAU;CLAIX, LE COTEAU;45.12668991088867;5.686699867248535;10225
COUBERTI;DOMENE, COUBERTIN;45.20003890991211;5.835279941558838;10226
CRE;SAINT-MARTIN-D'URIAGE, CARREFOUR DU REPLAT;45.16147994995117;5.851019859313965;10227
CROI;SAINT-MARTIN-D'URIAGE, LA CROIX DE PINET;45.17245101928711;5.8739800453186035;10228
CROISEM;SAINT-MARTIN-D'URIAGE, CROISEMENT 6;45.152870178222656;5.825399875640869;10229
CROIX;SAINT-PAUL-DE-VARCES, LA CROIX;45.07054901123047;5.64493989944458;10230
CROIXROU;SAINT-MARTIN-D'HERES, CROIX ROUGE;45.18558120727539;5.747900009155273;10231
CRXROLLA;CLAIX, LA CROIX ROLLAND;45.12919998168945;5.6712799072265625;10232
CULFROID;VENON, CUL FROID;45.17005920410156;5.808579921722412;10233
CURIVERC;FONTAINE, CURIE - VERCORS;45.19187927246094;5.69504976272583;10234
CUVILLEU;SAINT-EGREVE, CUVILLEUX;45.234901428222656;5.687679767608643;10235
CVAX;BERNIN, CROIX DES VARVOUX;45.266231536865234;5.8621602058410645;10236
CXCI;MEYLAN, CROIX DE CIBEINS;45.22587966918945;5.784719944000244;10237
CXMONTFL;CORENC, CROIX DE MONTFLEURY;45.20878982543945;5.749340057373047;10238
CXPATRE;SAINT-MARTIN-D'HERES, CROIX DU PATRE;45.168209075927734;5.761740207672119;10239
CXRAMEAU;MEYLAN, CROIX DES RAMEAUX;45.22373962402344;5.7817702293396;10240
DEGAULLE;EYBENS, GENERAL DE GAULLE;45.16162872314453;5.744470119476318;10241
DENPAPIN;ECHIROLLES, DENIS PAPIN;45.13832092285156;5.713069915771484;10242
DENT;SASSENAGE, LA DENT DU LOUP;45.212860107421875;5.645830154418945;10243
DEPORTES;GRENOBLE, RUE DES DEPORTES;45.17829132080078;5.727709770202637;10244
DETOURBE;MEYLAN, LA DETOURBE;45.2227783203125;5.792699813842773;10245
DOMENEMA;DOMENE, DOMENE MAIRIE;45.20151901245117;5.838210105895996;10246
DOYENGOS;LA TRONCHE, DOYEN GOSSE;45.20138168334961;5.753029823303223;10247
DRAC;CLAIX, MEMORIAL;45.122650146484375;5.6910200119018555;10248
DRAC2;ECHIROLLES, DRAC;45.148948669433594;5.693970203399658;10249
DRIANT;GRENOBLE, DRIANT;45.182281494140625;5.734099864959717;10250
DRMARTIN;GRENOBLE, DOCTEUR MARTIN;45.18730926513672;5.727280139923096;10251
DRMAZET;GRENOBLE, DOCTEUR MAZET;45.191280364990234;5.722010135650635;10252
DRSCHWEI;GRENOBLE, DOCTEUR SCHWEITZER;45.17245101928711;5.706319808959961;10253
DUBEDOUT;GRENOBLE, HUBERT DUBEDOUT - MAISON DU TOURISME;45.19020080566406;5.728219985961914;10254
EAU;MONTBONNOT-SAINT-MARTIN, PRE DE L'EAU;45.22386932373047;5.820429801940918;10255
ECHALIER;VEUREY-VOROIZE, LES ECHALIERES;45.26824188232422;5.619440078735352;10256
ECHIGARE;ECHIROLLES, ECHIROLLES GARE;45.153018951416016;5.718480110168457;10257
ECOLE;QUAIX-EN-CHARTREUSE, QUAIX-EN-CHARTREUSE VILLAGE;45.25345993041992;5.7199201583862305;10258
ECOLELP;CHAMP-SUR-DRAC, LE PAVILLON;45.07999038696289;5.734690189361572;10259
ECOLEREY;VIF, ECOLE REYMURE;45.0690803527832;5.693339824676514;10260
ECOLHOSP;ECHIROLLES, ECOLES HOSPITALIERES;45.14638137817383;5.729730129241943;10261
